Raw_signal,Signal_with_offset_removed,Schmitt_trigger_output,Pulses_counted
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
-10.000000,-0.000010,0.000000,0.000000
